current_credits,total_credits,current_gpa,target_gpa,num_2_credit,num_3_credit,final_gpa
88,120,1.65,2.77,14,1,2.12
102,120,3.52,3.76,0,6,3.52
94,120,2.64,3.93,8,3,3.28
31,120,3.57,3.66,8,24,3.43
80,120,2.94,3.43,8,8,3.14
68,120,1.99,2.62,6,13,2.4
92,120,2.9,3.7,11,2,3.44
90,120,2.97,3.98,1,9,3.38
50,120,3.63,3.71,20,10,3.65
96,120,1.91,3.52,3,6,2.76
99,120,2.88,3.47,1,6,3.29
63,120,3.03,3.74,3,17,3.21
49,120,3.54,3.83,31,3,3.87
48,120,1.68,2.48,36,0,2.27
84,120,1.92,3.33,1,11,2.53
48,120,3.05,3.94,13,15,3.49
66,120,3.75,3.79,7,13,3.93
113,120,2.27,3.45,2,1,2.76
106,120,3.1,3.99,5,1,3.5
87,120,3.56,3.63,6,7,3.65
68,120,2.37,3.4,21,3,2.95
69,120,3.63,3.88,18,5,3.82
55,120,3.25,3.72,32,0,3.67
33,120,2.38,3.34,12,21,2.98
64,120,2.89,3.67,10,12,3.18
64,120,3.48,3.73,11,11,3.71
80,120,1.95,1.95,15,3,1.9
37,120,3.67,3.99,28,9,3.76
101,120,3.12,3.4,2,5,3.14
111,120,3.53,3.62,1,2,3.7
107,120,3.43,3.79,3,2,3.52
34,120,1.81,3.69,7,24,2.57
31,120,3.51,3.79,8,24,3.69
32,120,3.28,3.81,35,6,3.46
96,120,1.59,3.26,6,4,2.24
103,120,1.71,2.77,1,5,2.06
98,120,2.1,2.78,6,3,2.54
105,120,3.25,3.66,0,5,3.31
47,120,1.79,1.93,21,10,1.8
114,120,2.4,3.77,3,0,3.07
115,120,2.83,3.89,2,0,3.5
85,120,2.45,3.97,16,1,3.04
40,120,3.15,3.48,7,22,3.14
105,120,3.56,3.95,7,0,3.6
49,120,2.0,2.47,34,1,2.21
47,120,2.59,3.18,29,5,3.01
84,120,2.79,2.83,13,3,2.69
66,120,3.14,3.95,1,17,3.69
114,120,3.04,3.12,0,2,2.9
106,120,2.8,3.98,2,3,3.37
55,120,1.81,3.77,26,4,2.73
109,120,2.81,3.26,4,1,3.22
99,120,2.33,3.43,4,4,2.7
93,120,3.09,3.76,3,7,3.45
59,120,3.78,3.96,0,20,4.0
55,120,1.67,3.97,32,0,2.92
108,120,3.75,3.87,1,3,3.96
34,120,2.39,3.06,4,26,2.75
85,120,2.25,3.06,5,8,2.81
110,120,2.23,3.19,0,3,2.57
111,120,2.18,3.64,0,3,2.76
109,120,3.1,3.35,1,3,3.04
113,120,3.23,3.45,3,0,3.48
115,120,1.82,1.84,1,1,1.88
114,120,2.03,3.15,3,0,2.48
66,120,2.77,3.38,4,15,3.06
73,120,3.46,3.95,10,9,3.52
56,120,3.48,3.68,20,8,3.51
30,120,2.7,3.4,45,0,3.02
56,120,2.7,3.51,0,21,3.25
33,120,2.05,3.62,28,10,2.9
104,120,1.53,2.33,0,5,1.95
61,120,3.3,3.6,19,7,3.6
88,120,3.47,3.48,8,5,3.49
51,120,2.97,3.43,10,16,3.06
87,120,3.62,3.85,16,0,3.63
30,120,3.07,3.11,25,13,3.01
70,120,2.35,3.53,19,4,2.98
37,120,3.81,3.95,16,17,3.96
40,120,2.82,3.54,32,5,3.12
52,120,2.75,3.34,13,14,3.03
94,120,1.94,3.91,7,4,2.93
38,120,3.81,3.98,33,5,3.98
105,120,2.46,3.79,3,3,2.98
39,120,2.0,2.05,13,18,2.01
43,120,2.02,3.26,23,10,2.7
36,120,2.09,3.08,31,7,2.57
54,120,2.64,3.31,6,18,2.89
95,120,2.35,2.72,11,1,2.62
38,120,3.39,3.53,12,19,3.36
34,120,2.94,3.89,28,10,3.22
109,120,2.62,3.15,2,2,2.83
115,120,1.62,2.06,2,0,1.85
80,120,1.53,2.67,17,2,1.97
32,120,3.3,3.84,17,18,3.55
30,120,2.0,3.07,43,1,2.51
111,120,2.66,2.93,0,3,2.71
59,120,3.88,3.96,12,12,3.91
85,120,2.82,3.29,2,10,3.13
66,120,2.45,2.59,25,1,2.64
64,120,1.62,2.84,2,17,2.09
93,120,1.81,3.05,3,7,2.31
52,120,1.93,2.01,19,10,1.85
80,120,2.17,2.43,14,4,2.33
113,120,2.66,3.73,0,2,3.1
115,120,2.21,3.89,1,1,2.93
71,120,2.03,3.61,6,12,2.89
95,120,3.63,3.81,0,8,3.68
97,120,3.0,3.18,1,7,3.08
47,120,2.93,3.93,32,3,3.62
72,120,3.55,3.56,12,8,3.52
90,120,3.24,3.56,9,4,3.59
61,120,1.58,1.85,8,14,1.56
89,120,2.89,3.91,14,1,3.24
91,120,2.12,3.54,13,1,2.99
99,120,1.61,3.32,7,2,2.57
66,120,3.6,3.71,9,12,3.53
105,120,3.3,3.52,7,0,3.24
85,120,3.75,3.86,1,11,3.97
33,120,2.33,2.77,27,11,2.5
57,120,3.84,3.99,31,0,3.97
33,120,3.03,3.16,27,11,3.18
94,120,3.68,3.94,5,5,4.0
33,120,3.58,3.97,24,13,3.83
54,120,2.13,2.46,12,14,2.22
38,120,2.71,2.93,6,23,2.7
73,120,3.41,3.66,10,9,3.64
64,120,3.25,3.9,26,1,3.4
74,120,3.86,3.95,23,0,3.9
45,120,2.02,2.36,3,23,2.29
102,120,3.28,3.75,4,3,3.32
35,120,3.44,3.68,0,28,3.72
40,120,1.91,3.15,26,9,2.72
76,120,3.67,3.98,8,9,4.0
105,120,2.82,3.85,6,1,3.39
90,120,1.55,3.97,0,10,2.91
32,120,3.09,3.49,12,21,3.43
35,120,2.99,3.03,8,23,2.91
51,120,3.0,3.4,13,14,3.27
108,120,2.31,2.81,3,2,2.69
61,120,3.56,3.76,22,5,3.58
113,120,3.9,3.97,0,2,4.0
72,120,2.21,3.52,22,1,2.94
89,120,3.01,3.91,15,0,3.5
114,120,1.67,2.98,1,1,2.42
95,120,1.52,3.45,11,1,2.43
85,120,2.52,3.31,4,9,3.08
49,120,2.53,3.78,31,3,2.96
33,120,2.26,2.44,37,4,2.43
105,120,2.51,2.98,3,3,2.79
103,120,1.93,2.82,7,1,2.33
70,120,3.15,3.28,8,11,3.05
75,120,2.01,2.18,12,7,2.2
82,120,3.3,3.55,7,8,3.54
103,120,2.64,3.45,7,1,3.17
108,120,3.53,3.99,4,1,3.85
74,120,3.22,3.95,15,5,3.66
64,120,2.34,2.41,16,8,2.36
79,120,3.53,3.77,1,13,3.85
76,120,3.71,3.75,2,13,3.92
74,120,2.94,3.55,18,3,3.05
72,120,2.45,2.82,12,8,2.56
111,120,2.39,2.98,3,1,2.61
92,120,2.18,3.99,8,4,3.16
71,120,2.26,3.23,6,12,2.81
108,120,3.71,3.72,3,2,3.72
36,120,3.23,3.33,27,10,3.38
86,120,2.39,2.66,6,7,2.35
40,120,3.09,3.59,8,21,3.15
114,120,3.17,3.48,1,1,3.2
42,120,2.63,3.66,39,0,3.24
86,120,2.66,3.86,11,4,3.15
87,120,2.67,3.05,10,4,2.88
42,120,3.07,3.69,16,15,3.52
65,120,3.32,3.71,15,8,3.56
103,120,3.39,3.55,4,3,3.27
69,120,2.91,3.51,24,1,3.2
101,120,2.54,3.94,6,2,3.19
109,120,1.83,3.28,4,1,2.46
105,120,2.76,3.7,1,4,3.12
94,120,2.41,2.85,4,6,2.5
106,120,1.86,2.73,2,3,2.22
47,120,1.96,3.5,35,1,2.87
105,120,1.98,3.9,6,1,2.74
92,120,1.74,3.0,3,7,2.21
109,120,2.95,2.98,5,0,2.78
83,120,2.81,3.39,18,0,3.08
30,120,1.65,3.78,43,1,2.83
63,120,3.05,3.3,24,3,3.01
38,120,1.76,1.91,24,11,1.98
98,120,2.14,3.46,6,3,2.83
68,120,1.82,3.35,24,1,2.63
89,120,3.0,3.5,5,7,3.2
104,120,2.22,2.77,6,1,2.31
73,120,3.09,3.91,13,7,3.37
67,120,2.46,3.88,1,17,3.35
83,120,3.54,3.86,17,1,3.56
72,120,2.21,3.01,0,16,2.67
47,120,3.41,3.43,18,12,3.53
67,120,3.73,3.83,26,0,3.72
76,120,2.19,3.41,16,4,2.62
101,120,3.83,3.96,9,0,3.98
97,120,3.62,3.75,1,7,3.53
54,120,2.13,2.63,21,8,2.51
88,120,1.81,2.64,4,8,2.28
64,120,3.36,3.62,20,5,3.44
30,120,1.92,2.8,7,25,2.2
40,120,3.39,3.43,32,5,3.42
111,120,1.52,2.6,1,2,2.13
56,120,1.79,2.03,32,0,1.93
106,120,2.28,3.35,5,1,2.92
94,120,3.1,3.71,5,5,3.48
74,120,1.55,3.27,23,0,2.22
33,120,1.74,3.72,25,12,2.74
35,120,2.14,2.41,24,12,2.3
98,120,2.72,3.07,0,7,2.97
101,120,2.63,3.44,2,5,3.23
115,120,3.18,3.43,2,0,3.33
71,120,1.55,3.87,21,2,2.64
72,120,1.87,2.37,18,4,2.05
59,120,1.78,3.51,23,5,2.83
85,120,3.17,3.93,2,10,3.46
70,120,3.7,3.89,14,7,3.72
53,120,2.45,3.32,11,15,2.81
77,120,2.78,3.86,15,4,3.47
84,120,1.83,3.65,13,3,2.88
72,120,1.85,3.65,7,11,2.91
109,120,1.75,1.84,2,2,1.8
109,120,3.18,3.31,2,2,3.26
111,120,2.4,3.81,4,0,3.0
45,120,1.66,2.21,10,18,2.01
54,120,3.37,3.72,6,18,3.35
75,120,3.42,3.45,21,1,3.43
30,120,1.68,3.02,12,22,2.33
80,120,2.36,2.43,18,1,2.2
33,120,2.43,2.52,22,14,2.49
46,120,3.43,3.87,5,21,3.82
97,120,2.86,3.09,11,0,3.15
115,120,1.96,3.81,2,0,2.85
55,120,3.24,3.32,26,4,3.25
74,120,2.89,3.81,0,15,3.31
73,120,1.96,2.57,20,2,2.44
59,120,3.61,3.84,23,5,3.85
65,120,3.29,3.69,9,12,3.58
40,120,3.51,3.84,19,14,3.57
83,120,3.44,3.7,8,7,3.46
73,120,3.69,3.77,20,2,3.72
84,120,3.32,3.65,0,12,3.33
86,120,2.49,2.68,9,5,2.65
53,120,2.35,3.45,11,15,2.75
72,120,2.4,3.97,4,13,2.99
91,120,3.29,3.81,14,0,3.51
34,120,1.92,2.82,11,21,2.33
35,120,2.38,2.55,18,16,2.32
103,120,2.45,2.62,2,4,2.69
53,120,2.82,2.93,33,0,2.8
89,120,3.46,3.8,6,6,3.68
97,120,2.98,3.19,1,7,3.27
60,120,3.28,3.7,0,20,3.32
66,120,2.89,3.26,7,13,2.9
97,120,1.81,3.07,1,7,2.48
86,120,2.92,3.53,0,11,3.17
109,120,2.65,3.98,4,1,3.3
96,120,1.84,2.81,4,5,2.25
102,120,3.52,3.76,1,5,3.6
111,120,2.17,3.41,3,1,2.86
76,120,2.02,3.09,2,13,2.72
107,120,2.47,2.71,5,1,2.51
38,120,1.78,2.3,33,5,1.85
54,120,2.97,3.3,15,12,3.08
41,120,3.54,3.55,6,22,3.44
65,120,1.88,3.31,20,5,2.48
97,120,2.58,3.33,4,5,3.12
88,120,1.88,2.34,2,9,2.18
90,120,3.23,3.91,12,2,3.38
98,120,2.02,2.23,2,6,2.23
59,120,3.63,3.87,5,17,3.64
108,120,2.55,3.35,6,0,3.03
90,120,1.66,2.77,3,8,2.34
45,120,3.52,3.8,37,0,3.58
104,120,1.55,2.99,8,0,2.23
36,120,3.33,3.61,21,14,3.56
42,120,2.63,3.72,27,8,3.0
58,120,3.71,3.89,16,10,3.61
60,120,3.55,3.66,18,8,3.42
59,120,3.46,3.56,24,4,3.68
42,120,3.53,3.91,4,23,3.82
58,120,2.18,2.73,28,2,2.4
63,120,2.26,3.45,28,0,2.94
107,120,3.12,3.54,0,4,3.22
78,120,1.51,1.52,9,8,1.59
41,120,1.81,3.14,17,15,2.39
34,120,2.52,3.21,28,10,2.69
88,120,2.55,2.91,5,7,2.86
108,120,2.84,2.87,1,3,2.74
35,120,2.04,3.19,11,21,2.65
90,120,2.76,3.15,7,5,3.15
68,120,2.16,3.88,21,3,2.98
65,120,1.86,2.29,2,17,1.93
50,120,2.63,3.83,30,3,3.13
61,120,2.9,3.48,20,6,3.24
100,120,3.67,3.8,5,3,3.62
45,120,3.48,3.88,33,3,3.74
87,120,2.59,2.87,3,9,2.88
82,120,3.72,3.83,16,2,3.87
41,120,1.85,2.08,6,22,2.0
75,120,1.86,3.58,15,5,2.59
52,120,1.86,2.15,4,20,1.83
80,120,3.35,3.48,18,1,3.61
66,120,2.89,3.97,4,15,3.63
115,120,2.14,3.03,2,0,2.53
109,120,3.3,3.92,2,2,3.77
64,120,3.11,3.36,20,5,3.26
74,120,3.74,3.78,12,7,3.65
102,120,3.79,3.83,1,5,3.83
62,120,2.55,3.09,5,16,2.87
41,120,3.81,3.93,14,17,3.73
89,120,2.4,3.27,0,10,2.84
51,120,2.77,3.55,6,19,3.1
57,120,3.74,3.92,27,3,4.0
114,120,1.98,2.76,3,0,2.18
89,120,1.71,3.58,2,9,2.66
59,120,3.14,3.97,15,10,3.58
43,120,2.31,3.52,17,14,2.86
71,120,3.26,3.77,2,15,3.41
46,120,2.59,3.39,29,5,3.08
69,120,3.01,3.85,1,16,3.27
41,120,3.2,3.69,5,23,3.29
86,120,2.91,3.35,9,5,2.96
80,120,1.99,3.96,8,8,2.78
36,120,1.98,2.47,12,20,2.4
40,120,2.82,3.65,17,15,3.38
32,120,3.04,3.41,17,18,3.03
78,120,1.99,3.78,13,5,2.71
44,120,3.01,3.72,11,18,3.45
43,120,2.07,3.72,19,13,2.8
63,120,3.44,3.82,27,1,3.79
77,120,2.26,2.59,14,5,2.4
100,120,3.25,3.93,2,5,3.4
77,120,1.8,3.52,14,5,2.82
62,120,2.65,3.06,21,5,2.94
78,120,3.85,3.85,19,1,3.69
91,120,2.25,3.27,4,7,2.66
68,120,3.26,3.39,8,12,3.36
83,120,1.84,2.25,8,7,1.99
88,120,3.37,3.59,10,4,3.35
112,120,2.72,2.89,4,0,2.84
86,120,2.34,3.83,12,3,2.94
76,120,2.55,3.01,17,3,2.85
45,120,2.57,3.76,13,16,3.09
86,120,1.51,3.04,0,11,2.33
44,120,3.6,3.97,6,21,3.95
30,120,1.68,2.11,6,26,1.89
110,120,1.79,3.48,0,3,2.66
82,120,2.59,3.26,7,8,2.79
82,120,3.69,3.97,4,10,3.66
53,120,3.75,3.91,3,20,3.77
63,120,2.47,2.91,16,8,2.64
56,120,2.25,3.72,20,8,3.16
100,120,3.16,3.23,2,5,3.23
76,120,2.12,2.19,20,1,2.16
99,120,1.6,3.75,4,4,2.49
50,120,3.63,3.64,3,21,3.58
30,120,2.16,2.45,33,8,2.18
106,120,3.07,3.21,2,3,3.21
34,120,3.87,3.91,35,5,4.0
71,120,1.79,3.24,17,5,2.39
62,120,2.41,3.89,14,10,3.07
49,120,3.89,3.93,2,22,3.79
94,120,3.73,3.87,7,4,3.68
57,120,2.54,2.85,25,4,2.59
85,120,2.94,3.15,13,3,3.15
90,120,3.22,3.45,9,4,3.27
59,120,2.23,3.88,6,16,3.01
77,120,3.68,3.7,0,14,3.67
67,120,1.55,2.19,22,3,1.72
65,120,2.08,2.54,11,11,2.36
78,120,2.09,2.36,13,5,2.33
80,120,1.66,2.98,2,12,2.4
38,120,3.16,3.54,32,6,3.41
57,120,3.6,3.85,3,19,3.79
70,120,3.52,3.65,16,6,3.71
81,120,2.95,3.77,1,12,3.35
48,120,2.41,3.08,4,21,2.74
44,120,2.88,3.41,38,0,3.33
64,120,1.57,1.89,4,16,1.57
53,120,3.63,3.9,11,15,3.86
105,120,3.3,3.97,6,1,3.48
99,120,1.74,3.41,7,2,2.66
97,120,3.57,3.61,4,5,3.66
44,120,3.47,3.86,38,0,3.56
70,120,1.58,2.18,5,13,1.83
96,120,3.25,3.79,4,5,3.67
61,120,3.42,3.69,10,13,3.75
96,120,3.21,3.71,3,6,3.28
68,120,1.87,3.79,15,7,2.84
31,120,3.33,3.68,25,13,3.48
48,120,3.13,3.86,34,1,3.56
94,120,3.89,3.89,2,7,4.0
62,120,2.4,2.99,29,0,2.83
31,120,3.16,3.17,31,9,3.11
84,120,2.78,3.8,3,10,3.22
62,120,2.73,2.76,21,5,2.79
45,120,2.41,2.79,13,16,2.67
65,120,3.46,3.55,21,4,3.44
60,120,2.41,2.52,10,13,2.39
108,120,2.98,3.98,0,4,3.47
52,120,3.28,3.82,32,1,3.59
36,120,2.66,2.9,37,3,2.73
55,120,2.04,2.9,23,6,2.42
101,120,2.92,2.93,6,2,3.06
65,120,2.76,3.01,11,11,3.05
72,120,1.55,3.38,10,9,2.42
93,120,1.69,3.92,7,4,2.96
42,120,2.31,3.43,9,20,2.68
102,120,3.7,3.8,1,5,3.81
108,120,3.27,3.66,4,1,3.51
57,120,3.45,3.5,25,4,3.45
101,120,1.94,2.96,6,2,2.57
31,120,3.53,4.0,43,1,3.7
71,120,1.96,2.06,2,15,2.2
54,120,3.87,3.91,9,16,3.95
53,120,1.78,2.48,21,8,2.22
99,120,1.62,3.62,0,7,2.54
55,120,3.29,3.47,23,6,3.33
31,120,2.57,2.9,23,14,2.68
68,120,1.58,3.94,5,14,2.9
40,120,1.93,2.05,29,7,2.18
110,120,3.66,3.81,3,1,3.92
39,120,3.08,3.15,21,13,2.95
36,120,1.61,2.26,7,23,2.12
107,120,2.16,3.64,0,4,2.84
96,120,3.42,3.56,4,5,3.3
46,120,1.69,3.24,5,21,2.66
58,120,1.96,3.79,11,13,3.01
91,120,2.04,3.38,7,5,2.8
60,120,3.14,3.96,7,15,3.55
47,120,3.58,3.91,32,3,3.77
59,120,2.69,3.23,29,1,3.06
109,120,2.93,3.71,4,1,3.17
67,120,3.67,3.74,5,14,3.66
36,120,3.67,3.95,31,7,3.78
67,120,1.59,3.3,22,3,2.4
67,120,1.85,2.47,23,2,2.08
32,120,2.63,3.44,33,7,3.14
39,120,2.26,3.0,40,0,2.44
75,120,2.25,2.48,21,1,2.23
74,120,1.86,1.88,21,1,1.72
48,120,2.89,3.06,30,4,2.8
49,120,2.3,2.32,13,15,2.38
81,120,2.94,3.11,19,0,2.96
94,120,3.48,3.91,2,7,3.88
72,120,3.1,3.89,6,12,3.34
36,120,1.64,3.81,24,12,2.66
93,120,2.33,3.31,7,4,2.96
73,120,2.98,3.9,10,9,3.37
110,120,2.31,3.96,0,3,3.31
48,120,2.81,3.15,7,19,3.03
61,120,2.32,3.33,19,7,2.74
59,120,1.52,3.13,23,5,2.37
62,120,1.68,3.62,3,17,2.74
80,120,3.5,3.55,3,11,3.63
53,120,1.56,2.51,29,3,2.05
72,120,2.5,3.99,18,4,3.23
90,120,3.34,3.83,0,10,3.53
69,120,2.01,2.44,10,10,2.14
40,120,2.46,3.97,2,25,3.24
74,120,1.93,1.96,17,4,2.0
104,120,1.58,3.18,8,0,2.24
59,120,1.84,3.23,14,11,2.44
109,120,2.36,3.92,2,2,3.14
39,120,3.37,3.4,28,8,3.56
82,120,2.56,3.02,11,5,2.89
47,120,2.19,2.39,30,4,2.32
105,120,2.36,2.43,7,0,2.54
72,120,2.16,2.88,24,0,2.49
79,120,2.94,3.21,1,13,3.27
63,120,1.74,2.09,16,8,1.94
111,120,2.02,3.15,1,2,2.76
58,120,2.64,3.23,19,8,2.76
91,120,3.06,3.09,14,0,2.95
39,120,2.87,3.03,0,27,2.89
93,120,2.61,3.18,3,7,3.03
110,120,1.84,2.24,5,0,2.23
93,120,1.79,3.13,10,2,2.38
93,120,3.24,3.4,9,3,3.2
95,120,3.84,3.86,8,3,3.93
39,120,3.11,3.65,37,2,3.39
51,120,3.52,3.59,6,19,3.67
105,120,2.68,3.25,6,1,3.14
79,120,2.91,3.34,8,8,2.95
60,120,3.15,3.44,21,6,3.36
64,120,1.77,1.81,10,12,1.95
93,120,2.54,3.45,3,7,3.07
97,120,3.19,3.64,1,7,3.41
82,120,3.77,3.83,1,12,3.82
81,120,3.16,3.46,7,8,3.24
102,120,3.8,3.83,6,2,3.89
95,120,3.29,3.63,5,5,3.47
115,120,2.26,3.6,2,0,2.85
112,120,1.63,2.51,1,2,2.06
104,120,2.08,3.82,0,5,2.89
65,120,3.89,3.99,9,12,3.8
48,120,3.74,3.75,10,17,3.82
51,120,3.65,3.9,4,20,3.6
85,120,1.63,3.89,2,10,2.85
89,120,2.56,2.85,5,7,2.76
45,120,2.39,2.97,9,19,2.79
94,120,2.74,3.99,4,6,3.48
78,120,2.82,3.94,12,6,3.24
103,120,1.77,3.03,4,3,2.56
80,120,2.1,2.72,0,13,2.32
53,120,1.9,2.28,23,7,2.26
77,120,3.2,3.32,21,0,3.22
40,120,2.28,2.77,7,22,2.62
44,120,3.31,3.79,21,11,3.44
61,120,1.88,3.15,26,2,2.47
41,120,1.8,2.99,24,10,2.44
64,120,2.75,3.05,28,0,2.8
75,120,2.55,2.65,22,0,2.42
97,120,2.72,2.94,7,3,2.64
62,120,3.76,3.84,18,7,3.94
57,120,1.72,2.35,3,19,1.99
65,120,2.77,3.62,6,14,3.02
114,120,2.95,3.08,1,1,3.0
107,120,2.18,2.8,6,0,2.62
34,120,1.58,3.68,4,26,2.63
95,120,2.21,2.3,11,1,2.36
70,120,3.51,3.57,2,15,3.35
77,120,1.95,2.24,5,11,2.29
44,120,3.45,3.94,8,20,3.5
73,120,2.99,3.47,17,4,3.05
110,120,2.75,3.61,0,3,3.21
104,120,1.73,2.87,3,3,2.43
66,120,3.8,4.0,1,17,4.0
63,120,2.33,3.65,4,16,3.12
115,120,3.0,3.12,1,1,3.21
96,120,1.55,2.6,0,8,2.12
47,120,1.68,3.54,36,0,2.55
102,120,1.77,1.96,6,2,1.71
73,120,1.66,2.29,5,12,1.96
39,120,2.18,3.63,12,19,2.71
100,120,2.94,3.02,4,4,2.78
114,120,1.67,1.9,1,1,1.86
62,120,2.83,3.41,29,0,3.17
91,120,2.98,3.48,4,7,3.08
102,120,3.53,3.79,1,5,3.53
59,120,2.35,3.66,0,20,3.1
85,120,3.22,3.75,13,3,3.51
59,120,2.55,3.8,20,7,3.22
56,120,3.52,3.78,12,13,3.69
84,120,2.75,3.18,3,10,3.01
78,120,2.62,3.76,13,5,3.37
104,120,3.26,3.46,0,5,3.54
65,120,2.49,3.89,20,5,3.09
57,120,2.02,2.6,0,21,2.27
96,120,2.05,2.43,9,2,2.36
47,120,2.71,3.55,3,22,3.07
38,120,3.07,3.65,32,6,3.41
35,120,2.77,3.44,42,0,3.14
93,120,3.19,3.23,12,1,3.35
52,120,2.34,2.74,19,10,2.52
114,120,2.96,3.21,0,2,3.25
101,120,3.09,3.22,0,6,3.19
114,120,3.83,3.95,0,2,4.0
106,120,2.58,3.52,1,4,3.01
90,120,3.02,3.64,0,10,3.14
93,120,2.17,2.54,7,4,2.3
80,120,2.44,2.7,9,7,2.63
74,120,2.13,3.5,21,1,2.93
53,120,3.28,3.95,30,2,3.57
82,120,3.1,3.55,1,12,3.21
91,120,2.98,3.69,1,9,3.48
59,120,3.03,3.25,21,6,3.06
59,120,2.79,3.91,29,1,3.32
30,120,3.89,3.92,36,6,4.0
50,120,3.45,3.55,8,18,3.39
84,120,2.51,3.52,1,11,2.96
45,120,2.27,3.8,1,24,2.96
52,120,1.87,2.24,17,11,2.24
37,120,2.01,3.56,10,21,2.73
108,120,2.09,3.51,4,1,2.89
70,120,2.5,3.89,23,1,3.35
60,120,2.25,3.48,19,7,2.98
75,120,2.63,3.54,12,7,3.2
34,120,3.86,3.9,20,15,3.72
110,120,3.75,3.89,5,0,3.77
57,120,1.77,3.73,31,0,2.63
85,120,3.12,3.55,8,6,3.39
72,120,1.71,2.88,1,15,2.35
64,120,3.64,3.82,5,15,3.82
66,120,3.76,3.8,9,12,3.77
61,120,2.94,4.0,25,3,3.43
82,120,3.82,3.85,4,10,4.0
75,120,2.62,3.58,6,11,3.0
37,120,1.73,1.94,4,25,1.93
66,120,3.15,3.99,21,4,3.6
60,120,1.75,2.89,9,14,2.24
73,120,3.39,3.61,19,3,3.51
98,120,1.7,3.51,11,0,2.44
31,120,2.15,2.36,29,10,2.25
105,120,3.16,3.27,6,1,3.15
87,120,2.68,3.18,13,2,3.04
101,120,2.99,3.8,2,5,3.46
113,120,2.93,3.85,2,1,3.21
64,120,3.47,3.73,16,8,3.41
76,120,1.87,2.25,8,9,1.95
53,120,1.84,2.69,15,12,2.45
51,120,3.01,3.6,10,16,3.43
61,120,2.15,2.62,7,15,2.55
95,120,3.81,3.85,12,0,3.65
84,120,3.83,3.95,18,0,4.0
31,120,2.56,3.46,34,7,2.9
42,120,3.04,3.4,3,24,3.16
90,120,3.85,3.92,10,3,3.98
44,120,2.72,3.28,3,23,3.13
62,120,3.49,3.61,29,0,3.73
75,120,3.04,3.38,22,0,3.19
96,120,3.15,3.94,9,2,3.45
56,120,3.46,3.55,29,2,3.64
41,120,2.1,2.29,36,2,2.1
47,120,1.95,3.64,26,7,2.67
102,120,2.41,3.59,0,6,2.93
108,120,2.74,3.53,6,0,3.14
69,120,3.61,3.84,19,4,3.72
95,120,3.63,3.96,9,2,3.81
113,120,3.43,3.88,0,2,3.78
62,120,1.56,1.68,2,18,1.44
79,120,1.72,2.38,4,11,1.94
32,120,1.64,3.27,6,25,2.44
59,120,1.68,2.37,0,20,2.01
57,120,2.16,3.3,27,3,2.61
45,120,3.72,3.96,30,5,3.9
102,120,1.56,3.85,1,5,2.83
84,120,2.49,2.59,7,7,2.55
79,120,2.44,3.43,20,0,2.88
99,120,3.56,3.93,9,1,3.59
74,120,2.08,2.36,11,8,2.22
97,120,3.76,3.98,11,0,4.0
43,120,1.53,3.52,25,9,2.65
72,120,2.34,2.46,9,10,2.25
31,120,3.39,4.0,40,3,3.6
58,120,3.18,3.46,31,0,3.45
87,120,1.86,3.1,1,10,2.64
50,120,1.59,1.69,8,18,1.71
98,120,2.07,2.95,6,3,2.6
61,120,2.54,3.03,19,7,2.92
46,120,1.68,1.95,37,0,1.75
36,120,3.24,3.71,34,5,3.33
50,120,2.49,3.75,12,15,3.03
86,120,2.99,3.29,11,4,3.34
70,120,3.48,3.98,7,12,3.89
110,120,3.62,3.89,3,1,3.6
72,120,1.94,3.92,21,2,2.98
105,120,1.89,3.32,3,3,2.42
90,120,1.91,2.08,13,1,2.04
112,120,2.65,2.8,2,1,2.71
102,120,3.2,3.82,4,3,3.51
50,120,1.97,2.31,35,0,2.11
87,120,1.82,3.85,9,5,2.95
31,120,3.62,3.99,29,10,3.79
90,120,1.87,2.17,10,3,2.12
100,120,2.21,3.27,5,3,2.83
38,120,2.9,3.52,20,14,3.04
82,120,1.99,3.61,5,9,2.71
38,120,2.7,3.64,36,3,3.02
89,120,3.57,3.73,5,7,3.56
96,120,1.79,2.64,3,6,2.24
97,120,3.43,3.69,2,6,3.43
69,120,3.89,3.9,4,14,3.75
105,120,3.21,3.25,1,4,3.12
86,120,2.29,2.86,3,9,2.5
47,120,2.46,2.8,2,23,2.79
72,120,3.04,3.6,0,16,3.27
101,120,3.07,3.69,0,6,3.43
57,120,1.54,2.29,31,0,1.87
106,120,3.04,3.68,1,4,3.31
47,120,3.69,3.83,21,10,3.83
89,120,2.52,3.68,14,1,3.2
90,120,2.58,3.66,1,9,3.27
108,120,1.54,2.75,1,3,2.26
81,120,3.8,3.88,18,1,3.93
99,120,2.85,3.73,9,1,3.11
106,120,2.16,3.54,5,1,2.89
81,120,2.52,2.99,3,11,2.59
52,120,2.9,3.33,8,17,2.96
87,120,2.69,3.71,7,6,3.19
83,120,2.15,3.07,15,2,2.57
37,120,3.63,3.98,10,21,3.82
100,120,2.34,2.82,2,5,2.54
67,120,2.79,3.86,22,3,3.46
93,120,3.13,3.98,3,7,3.74
106,120,3.84,4.0,4,2,3.98
49,120,3.11,3.19,26,6,2.99
51,120,2.41,2.47,21,9,2.34
100,120,3.88,3.98,8,1,3.76
52,120,2.9,3.35,34,0,2.96
